,EDU_NAME,PASSED_NUMBER_FULL,PASSER_UNDER_160,PASSES_OVER_220,lat,lon
456,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1619 имени М.И. Цветаевой»,116,58,19,55.798451,37.3986189
457,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1551»,100,84,43,55.846662,37.456028
458,Государственное бюджетное образовательное учреждение города Москвы гимназия № 1530 «Школа Ломоносова»,181,109,50,55.7934708,37.6845319
459,Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» № 1679,58,28,10,55.827709,37.519362
460,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 654 имени А.Д. Фридмана,179,137,83,55.7007653,37.7446746
461,Государственное бюджетное общеобразовательное учреждение города Москвы «Измайловская гимназия № 1508»,87,72,46,55.793679,37.795668
462,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением немецкого языка № 1269»,172,57,28,55.755038,37.786303
463,Государственное казенное общеобразовательное учреждение города Москвы «Специальная (коррекционная) общеобразовательная школа-интернат № 52»,13,7,3,55.809968,37.5353
464,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 356 имени Н.З. Коляды»,92,16,6,55.808343,37.814711
465,Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильный образовательный комплекс «Кузьминки»,51,41,16,55.700646,37.7747461
466,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 69 имени Б.Ш. Окуджавы»,107,30,5,55.8162259,37.3987353
467,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Политехнический техникум № 2»,33,4,1,55.838531,37.454017
468,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1190»,56,24,6,55.8473083,37.3646465
469,Государственное бюджетное общеобразовательное учреждение города Москвы «Московский культурологический лицей № 1310»,94,61,29,55.743237,37.782115
470,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2127»,137,104,36,55.737782,37.863315
471,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1550»,133,92,44,55.714722,37.7521071
472,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1950,123,104,70,55.766279,37.584689
473,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением французского языка № 1251 имени генерала Шарля де Голля»,163,83,40,55.7964776,37.5049264
474,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 64»,43,22,10,55.736933,37.414149
475,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1542»,318,138,72,55.6559042,37.3872025
476,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Технологический колледж № 21»,39,12,3,55.824451,37.775979
478,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1220»,95,39,15,55.817294,37.621402
479,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 158»,66,19,6,55.8681,37.468672
480,Государственное автономное профессиональное образовательное учреждение города Москвы «Московский образовательный комплекс имени Виктора Талалихина»,112,25,4,55.7473811,37.7214396
481,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2012 «Миротворец»,42,26,9,55.666909,37.777976
482,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением математики и информатики № 7»,71,47,22,55.683407,37.524063
483,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 687»,59,26,3,55.7013017,37.7409554
484,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1858»,143,42,12,55.6301936,37.7971477
485,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1797 «Богородская»,155,82,28,55.807103,37.708649
486,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 705»,89,43,11,55.8024873,37.3944335
487,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1411»,258,103,29,55.8667986,37.6013277
489,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1499 имени Героя Советского Союза Ивана Архиповича Докукина»,173,64,22,55.83556,37.660556
490,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1353 имени генерала Д.Ф. Алексеева»,71,57,30,55.9949428,37.2026752
491,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1101»,117,90,33,55.6334094,37.4777268
492,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1561»,110,78,34,55.600103,37.533225
493,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1434 «Раменки»,93,71,33,55.690714,37.499412
494,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 166»,105,22,8,55.903577,37.583966
495,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1194»,113,81,29,55.979975,37.153748
496,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1282»,110,64,33,55.789802,37.684714
497,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 710 им. Народного учителя СССР В.К. Жудова»,347,209,102,55.74035,37.545149
498,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1579»,100,46,29,55.646042,37.6633694
499,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1602»,35,24,10,55.703608,37.864802
500,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2100»,100,47,12,55.867463,37.529427
501,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1273»,151,80,44,55.629233,37.52202
502,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1786»,34,21,9,55.534582,37.4959
503,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2090»,110,68,26,55.713462,37.7876509
504,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 854»,91,38,9,55.9969278,37.2504811
505,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1502 при МЭИ»,292,280,177,55.760521,37.830294
506,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экономики и информатики № 1355»,119,52,24,55.540574,37.577848
507,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2094»,153,40,7,55.801766,37.790545
508,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 744 имени Петра Николаевича Еремеева»,24,10,1,55.831416,37.505422
509,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 97»,108,33,10,55.718537,37.456595
510,Государственное бюджетное общеобразовательное учреждение города Москвы «Вешняковская лингвистическая гимназия № 1389»,54,38,15,55.7426977,37.8254028
511,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1354»,159,110,50,55.5481052,37.5638307
512,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 609»,71,34,9,55.6631274,37.5318021
513,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 58»,27,15,9,55.67764,37.538794
514,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1503»,79,61,34,55.818456,37.662277
515,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1540»,79,63,33,55.785234,37.596563
516,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1586»,95,66,24,55.709262,37.513534
517,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 463 имени Героя Советского Союза Д.Н.Медведева»,30,27,15,55.6792006,37.6718916
518,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1413»,159,64,18,55.897196,37.616118
519,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углублённым изучением иностранных языков № 1900»,155,65,27,55.843278,37.360437
520,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1114»,106,23,6,55.7646419,37.4909617
521,Государственное бюджетное образовательное учреждение города Москвы Лингвистический лицей № 1555,71,68,64,55.737221,37.598205
522,Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1785 «Таганский кадетский корпус»,48,11,1,55.7358968,37.6918737
523,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2000»,56,44,14,55.704737,37.577899
524,Государственное автономное профессиональное образовательное учреждение города Москвы «Технологический колледж № 24»,7,0,0,55.8042742,37.8308491
525,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1528»,286,103,47,55.976277,37.190763
526,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2009»,342,144,53,55.540895,37.518906
527,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1106»,158,78,36,55.5921781,37.5403343
528,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1799 «Экополис»,71,39,11,55.801247,37.718238
529,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2016»,120,59,28,55.722263,37.579479
530,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 887»,112,80,21,55.739979,37.4203
531,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 554»,61,38,11,55.654016,37.5808111
532,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1412»,69,48,26,55.890863,37.601338
533,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2025»,98,51,10,55.6741133,37.4545899
534,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 851»,99,25,3,55.6278961,37.6066626
535,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1370»,156,97,30,55.88127,37.593157
536,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1363»,376,160,79,55.707564,37.823495
537,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1574»,235,151,90,55.7798804,37.597012
538,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 338»,16,5,0,55.675001,37.741342
539,Государственное бюджетное общеобразовательное учреждение города Москвы «Кадетская школа № 1702 «Петровский кадетский корпус»,55,9,1,55.864678,37.515182
540,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1179»,76,21,7,55.638127,37.609144
541,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1393 «Школа РОСТ»,108,20,5,55.697784,37.820168
542,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1076»,19,4,0,55.8134301,37.8184283
543,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1798 «Феникс»,130,48,21,55.752668,37.813314
544,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 962»,358,160,66,55.859731,37.592443
545,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 49»,273,82,33,55.643528,37.534261
546,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1279»,153,91,43,55.6614485,37.5941735
547,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1159»,90,28,5,55.859176,37.523265
548,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1371»,51,40,19,55.762275,37.41147
549,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1415,50,45,31,55.824738,37.624527
550,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1527»,79,49,36,55.682582,37.668615
551,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1362»,64,33,11,55.785066,37.7379681
552,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1816»,29,24,19,55.737962,37.495494
553,Государственное казенное общеобразовательное учреждение города Москвы «Кадетская школа-интернат № 5 «Преображенский кадетский корпус»,38,25,4,55.825604,37.709344
554,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей информационных технологий № 1537»,139,83,46,55.87437,37.71927
555,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1692»,99,33,6,55.9874685,37.1748936
556,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 400,26,16,5,55.773209,37.8357249
557,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2051 «Педагогический комплекс»,33,17,5,55.702062,37.91879
558,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 572 «Возможности»,40,21,4,55.678865,37.769408
559,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 852»,81,21,4,55.9969278,37.2504811
560,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1468»,396,134,60,55.734956,37.672354
561,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 625»,63,47,14,55.6876502,37.592066
562,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1575»,170,135,90,55.8048892,37.5318778
563,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1366»,44,33,18,55.682552,37.926357
564,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1174»,18,7,1,55.563507,37.576043
565,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1288 имени Героя Советского Союза Н.В. Троян»,172,88,42,55.7737324,37.542075
566,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка и информационных технологий № 1347»,205,75,25,55.657983,37.406377
567,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 329»,135,39,6,55.71874,37.792924
568,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1726»,50,31,14,55.745096,37.545025
569,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2055 имени Героев Советского Союза Анатолия Живова и Юрия Костикова»,61,25,6,55.7589536,37.5365409
570,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1451»,104,51,14,55.7186815,37.6166913
571,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 113,88,60,25,55.637548,37.516881
572,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2107,219,79,43,55.7876312,37.6302177
573,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 293 имени А.Т. Твардовского»,106,47,19,55.81754,37.640325
574,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 224»,62,45,24,55.837807,37.484341
575,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экологии № 446»,75,12,2,55.783383,37.706537
576,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1981»,171,67,19,55.722263,37.579479
577,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1694 «Ясенево»,70,42,11,55.612781,37.5446427
578,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 827»,69,53,19,55.855061,37.413361
579,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного (английского) языка № 1245»,98,72,40,55.599573,37.593975
580,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Многопрофильный комплекс Бибирево»,207,51,10,55.889659,37.6102021
581,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1257»,70,41,35,55.714053,37.626636
582,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1246»,110,37,18,55.829103,37.761228
583,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1274 имени В.В.Маяковского»,101,71,34,55.723411,37.671684
584,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1973»,117,47,23,55.680629,37.484537
585,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1519»,96,84,57,55.806679,37.413554
586,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 806»,88,36,7,55.7323022,37.4234371
587,"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж Архитектуры, Дизайна и Реинжиниринга № 26»",112,7,2,55.7570345,37.6976385
588,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1018»,55,46,22,55.641131,37.350518
589,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2088 «Грайвороново»,66,33,4,55.7172139,37.735355
590,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1591»,109,85,34,55.741817,37.872104
591,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 171»,233,163,107,55.722263,37.579479
592,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 975»,32,11,2,55.639899,37.774065
593,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1465 имени адмирала Н.Г. Кузнецова»,137,35,7,55.745203,37.55999
594,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 648»,104,42,19,55.855564,37.501584
595,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1784 «Кадетская школа имени генерала армии В.А. Матросова»,42,11,1,55.780319,37.5683689
596,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 896»,91,18,5,55.608327,37.73696
597,Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильный лицей № 1501»,342,276,151,55.787454,37.595451
598,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2086»,284,212,110,55.695355,37.5486899
599,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1250»,46,27,15,55.829532,37.48508
600,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1315»,84,50,27,55.845919,37.481117
601,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 597 «Новое поколение»,39,27,16,55.8653065,37.4865425
602,Государственное бюджетное общеобразовательное учреждение города Москвы средняя общеобразовательная школа № 1852,95,35,7,55.755018,37.780713
603,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1748 «Вертикаль»,132,62,24,55.804886,37.82782
604,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1515»,83,60,35,55.7805847,37.4773833
605,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1206»,79,51,29,55.615234,37.53295
606,Государственное бюджетное образовательное учреждение города Москвы гимназия № 1595,27,19,9,55.6881966,37.923229
607,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 518»,39,29,9,55.7436717,37.6370953
608,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 170 имени А.П.Чехова»,265,86,35,55.6500415,37.5251073
609,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2036»,187,60,28,55.709876,37.884806
610,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1164»,71,18,10,55.7973324,37.5743071
611,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1232,99,47,24,55.743085,37.538887
612,Государственное бюджетное образовательное учреждение высшего образования города Москвы «Московский городской педагогический университет»,67,21,4,55.8403272,37.5746182
613,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1862»,174,102,46,55.646397,37.614372
614,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 362»,21,8,3,55.813685,37.7287453
615,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1998 «Лукоморье»,47,14,4,55.634461,37.742384
616,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1436,39,24,8,55.895168,37.628421
617,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного (английского) языка № 1241»,51,37,17,55.75999,37.563851
618,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1383»,90,33,8,55.857833,37.566059
619,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 978»,74,33,9,55.6816349,37.6439198
620,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа на Яузе»,140,62,25,55.772909,37.691583
621,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1238»,116,46,21,55.646411,37.349111
622,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1210»,81,45,29,55.800131,37.457263
623,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1034»,135,53,25,55.631806,37.759033
624,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 875»,80,45,18,55.664355,37.491596
625,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 118»,58,38,13,55.684039,37.536614
