,EDU_NAME,PASSED_NUMBER_FULL,PASSER_UNDER_160,PASSES_OVER_220,lat,lon
229,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1296»,101,61,31,55.877767,37.562767
230,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 902 «Диалог»,128,71,21,55.591508,37.670257
231,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 315»,98,74,46,55.783267,37.67409
232,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1321 «Ковчег»,54,10,3,55.74465,37.719319
233,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1739»,107,47,29,55.981125,37.153708
234,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 657»,102,31,3,55.605627,37.619934
235,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 192»,123,97,49,55.704737,37.577899
236,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1440»,76,46,30,55.75753,37.412653
237,Государственное бюджетное общеобразовательное учреждение города Москвы «Государственная столичная гимназия»,166,90,48,55.895727,37.616355
238,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1533 (информационных технологий)»,127,121,98,55.692324,37.543567
239,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1212»,116,85,39,55.5982,37.516419
240,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1155»,25,14,0,55.7970646,37.4007521
241,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1000»,88,26,4,55.657793,37.39071
242,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением физики и математики № 2007,60,60,52,55.544756,37.532777
243,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 760 имени А.П. Маресьева»,120,38,11,55.8779064,37.7146912
244,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1883 «Бутово»,204,83,30,55.5503121,37.5504585
245,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1874»,88,59,19,55.8033568,37.4634942
246,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 939»,75,13,1,55.613547,37.723991
247,Государственное бюджетное образовательное учреждение города Москвы кадетская школа-интернат № 7 «Московский казачий кадетский корпус» имени М.А. Шолохова,55,31,3,55.696752,37.758385
248,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1492»,71,51,26,55.539842,37.506076
249,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1253 с углубленным изучением иностранного языка»,160,143,111,55.7348645,37.5928418
250,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 492»,53,41,14,55.680841,37.687593
251,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1795 «Лосиноостровский»,101,33,6,55.827141,37.752998
252,Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильный лицей № 1799»,458,270,170,55.722532,37.608053
253,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 534»,140,47,15,55.628394,37.746389
254,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 771,81,60,15,55.8826954,37.5343871
255,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 494 имени Героя Российской Федерации А.Н. Рожкова»,57,38,8,55.721568,37.661912
256,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1552»,120,57,27,55.619613,37.746641
257,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1015»,122,32,9,55.7348645,37.5928418
258,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1535»,277,262,248,55.726032,37.564961
259,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 222»,52,30,8,55.8859397,37.5606679
261,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 825»,79,53,13,55.7095449,37.7571077
262,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 384 имени Д.К. Корнеева»,67,20,5,55.708936,37.397676
263,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский колледж архитектуры и градостроительства»,69,1,0,55.757384,37.759956
264,Государственное бюджетное общеобразовательное учреждение города Москвы «Кадетская школа-интернат № 9 «Московский пансион государственных воспитанниц»,107,38,11,55.696001,37.751305
265,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 809,30,18,7,55.717243,37.405082
266,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 773 «Центр образования «Печатники»,100,36,9,55.688096,37.729433
267,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2114»,181,107,43,55.5692768,37.5725931
268,Государственное бюджетное образовательное учреждение города Москвы центр образования № 1483,19,13,5,55.79013,37.792619
269,"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж градостроительства, транспорта и технологий № 41»",56,20,4,55.7361144,37.3995048
270,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1022»,17,11,3,55.6631274,37.5318021
271,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1284»,135,66,51,55.7676023,37.638305
272,Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильная школа № 1955»,248,89,41,55.884863,37.683164
273,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 56 имени академика В.А. Легасова»,56,35,11,55.746146,37.548581
274,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1532»,149,90,39,55.6212175,37.484783
275,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1297»,65,34,19,55.781936,37.643123
276,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 842»,107,37,8,56.005949,37.211753
277,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 953»,218,93,29,55.896244,37.5889106
278,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1055»,25,15,4,55.6842057,37.6812803
279,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1065»,10,4,2,55.544839,37.553916
280,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1270»,78,48,32,55.743844,37.664823
281,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1947»,76,24,9,55.782202,37.732255
282,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1280»,33,27,11,55.675172,37.578675
283,Государственное казенное общеобразовательное учреждение города Москвы «Специальная (коррекционная) общеобразовательная школа-интернат № 2»,5,4,0,55.809968,37.5353
284,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1357 «Многопрофильный комплекс «Братиславский»,347,165,66,55.65073,37.7619619
285,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с этнокультурным русским компонентом образования № 1148 имени Ф.М.Достоевского»,29,17,5,55.6865401,37.7512591
286,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1423»,78,39,9,55.663727,37.767473
287,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1507»,90,70,40,55.630381,37.507013
288,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 399»,95,13,1,55.8033316,37.7677484
289,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1623»,88,20,6,55.689454,37.4960892
290,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1987 многопрофильный образовательный комплекс»,89,45,15,55.874388,37.5192281
291,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»,51,25,6,55.5813134,37.6883567
292,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением французского языка № 1095»,168,70,31,55.872634,37.6707381
293,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 996»,55,12,3,55.633462,37.744072
294,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 415»,97,40,13,55.757362,37.689672
295,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением французского языка № 1265»,27,26,15,55.6990711,37.5582243
296,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 117»,139,116,60,55.6694185,37.5341549
297,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1596»,117,34,12,55.641376,37.37134
298,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением предметов художественно-эстетического цикла средствами театрального искусства № 123»,44,17,6,55.7579159,37.6022815
299,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2115»,69,20,8,55.666488,37.568867
300,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1208 имени Героя Советского Союза М.С. Шумилова»,79,63,43,55.707853,37.771158
301,Государственное бюджетное образовательное учреждение города Москвы гимназия № 1409,112,66,40,55.784339,37.531632
302,Государственное казенное общеобразовательное учреждение города Москвы «Специальная (коррекционная) общеобразовательная школа-интернат № 30 имени К.А. Микаэльяна»,6,0,0,55.800131,37.693495
303,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1349»,57,11,4,55.809448,37.735219
304,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1517»,225,169,80,55.7850523,37.4532314
305,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 45 имени Л.И. Мильграма»,218,120,66,55.685941,37.586433
306,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 345 имени А.С. Пушкина»,67,59,31,55.770772,37.6778972
307,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 949»,116,46,15,55.6091125,37.7533911
308,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1467»,97,27,12,55.639169,37.34715
309,Государственное бюджетное образовательное учреждение города Москвы гимназия № 402 им. Алии Молдагуловой,75,38,14,55.724477,37.834493
310,Государственное автономное профессиональное образовательное учреждение города Москвы «Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова»,3,0,0,55.783532,37.555926
311,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Западный комплекс непрерывного образования»,131,37,7,55.7247734,37.4220676
312,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 719»,71,32,9,55.984321,37.186124
313,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1429 имени Героя Советского Союза Н.А. Боброва»,14,8,2,55.7786181,37.686607
314,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1056»,67,40,6,55.848288,37.444004
315,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1272»,56,35,23,55.708102,37.663892
316,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1381»,169,55,12,55.873264,37.691436
317,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1494»,161,96,29,55.827764,37.591987
318,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1143»,61,32,11,55.678652,37.742612
319,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением восточных языков № 2042 имени Лазаревых,40,23,7,55.656489,37.58856
320,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1133»,71,34,13,55.749203,37.421396
321,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1151»,72,55,20,55.986405,37.155003
322,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1387»,48,35,15,55.9040462,37.3829234
323,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 883»,57,39,9,55.860433,37.431426
324,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1544»,99,62,27,55.836154,37.359561
325,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1741»,80,46,14,55.665964,37.455398
326,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1248»,79,64,38,55.725313,37.473693
327,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 460 имени дважды Героя Советского Союза А.А. Головачёва»,77,64,20,55.672498,37.769705
328,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1021»,50,18,3,55.8199747,37.8635098
329,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 498»,102,81,34,55.737836,37.6520896
330,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»,198,128,59,55.636467,37.532365
331,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1948 «Лингвист-М»,112,46,23,55.6638982,37.5841588
332,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка № 1231 имени В.Д. Поленова»,226,125,59,55.7498554,37.5891021
333,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 950»,93,47,11,55.8606214,37.6089532
334,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1562 имени Артема Боровика»,89,80,52,55.665662,37.751077
335,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 138»,165,63,18,55.780791,37.467025
336,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1404 «Гамма»,118,39,13,55.8038544,37.6882017
337,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2101 «Филёвский образовательный центр»,104,77,23,55.735069,37.480135
338,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1621 «Школа лидерства Лаудер Эц Хайм»,12,5,3,55.764983,37.649212
339,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2098 «Многопрофильный образовательный центр» имени Героя Советского Союза Л.М. Доватора»,237,93,34,55.874388,37.5192281
340,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 90 «Многопрофильный образовательный комплекс» имени Героя Советского Союза Е.Г. Ларикова»,286,64,24,55.794228,37.516269
341,Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы киноколледж № 40 «Московская международная киношкола»,72,4,1,55.7152718,37.6068841
342,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 507»,133,61,31,55.665576,37.653596
343,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 439 «Инженерный лицей «Интеллект»,47,14,5,55.7300588,37.7312499
344,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 843»,193,72,25,55.670923,37.45834
345,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1302,85,40,26,55.806927,37.418958
346,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2111 «Новая волна»,94,15,3,55.699406,37.791032
347,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 319»,160,44,13,55.813322,37.7845228
348,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1100»,56,40,25,55.6631274,37.5318021
349,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 630 «Лингвистический центр»,212,57,17,55.696739,37.618849
350,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 867»,79,59,16,55.6371582,37.7557085
351,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1570»,80,32,12,55.789295,37.576881
352,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 491 «Марьино»,145,44,12,55.649104,37.7225449
353,Государственное бюджетное общеобразовательное учреждение города Москвы «Шуваловская гимназия № 1448»,123,49,30,55.7024908,37.5126387
354,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1581»,138,131,72,55.7526197,37.6629862
355,Государственное бюджетное общеобразовательное учреждение города Москвы средняя общеобразовательная школа № 892,53,19,2,55.740836,37.832818
356,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 587»,25,16,3,55.7215603,37.4287559
357,Государственное бюджетное общеобразовательное учреждение города Москвы «Кадетская школа-интернат № 6 «Московский Георгиевский кадетский корпус»,67,28,3,55.832346,37.583433
358,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 641 имени Сергея Есенина»,147,102,50,55.704507,37.756792
359,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1474»,259,143,61,55.8756976,37.4917514
360,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1747»,180,66,27,55.846533,37.352205
361,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Образовательный комплекс дизайна и технологий»,44,17,3,55.722505,37.562835
362,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1592»,70,47,17,55.877021,37.550688
363,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Первый Московский Образовательный Комплекс»,227,69,14,55.874447,37.672187
364,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1539»,205,84,39,55.813881,37.644528
365,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 547»,68,28,6,55.7089434,37.6196511
366,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 717»,60,35,14,55.817485,37.504882
367,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1329»,201,129,85,55.669043,37.464881
368,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1421»,43,29,11,55.71369,37.7531139
369,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2006»,87,72,51,55.7348645,37.5928418
370,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 91»,53,26,9,55.754074,37.597036
371,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 19»,29,21,8,55.855061,37.413361
372,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1498 «Московская Международная Школа»,113,64,39,55.6945841,37.5068441
373,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1637»,131,34,14,55.759511,37.783654
374,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1125 имени Я.Н. Федоренко»,58,8,3,55.8832098,37.4917406
375,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 508»,56,39,16,55.600088,37.655711
376,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 924»,104,35,9,55.5919532,37.6067776
377,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1631»,66,48,12,55.855061,37.413361
378,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1002»,98,53,16,55.652931,37.402188
379,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1205»,102,59,31,55.676856,37.554277
380,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 982 имени маршала бронетанковых войск П.П. Полубоярова»,49,35,16,55.6402518,37.6716518
381,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2121 «Образовательный комплекс имени Маршала Советского Союза С.К. Куркоткина»,178,59,13,55.679262,37.7520602
382,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1794»,165,78,22,55.8693822,37.5656201
383,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1213»,50,20,8,55.844283,37.56545
384,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицейско-гимназический комплекс на Юго-Востоке»,349,146,88,55.713055,37.7710221
385,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 870»,33,26,6,55.624283,37.663461
386,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1191»,174,79,20,55.8511113,37.3574984
387,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1311 «Тхия»,39,26,13,55.6718733,37.5232029
388,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 438»,56,23,8,55.616244,37.724327
389,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 479 имени дважды Героя Советского Союза Маршала В.И. Чуйкова»,44,26,8,55.697164,37.772846
390,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Образовательный комплекс сферы услуг»,33,22,6,55.7326961,37.4814327
391,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1953 «Москва-98»,52,44,14,55.6845427,37.4935366
392,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж полиции»,46,14,0,55.843815,37.440361
393,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1432»,27,18,5,55.642284,37.341116
394,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия Марьина Роща имени В.Ф. Орлова»,183,121,56,55.795914,37.612153
395,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 89 имени А.П. Маресьева»,69,24,6,55.810446,37.3946875
396,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1567»,110,98,82,55.741396,37.523388
397,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 236 имени Героя Советского Союза Г. И. Щедрина»,117,54,20,55.8888226,37.5230508
398,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1239»,73,51,33,55.760582,37.588176
399,Государственное казенное общеобразовательное учреждение города Москвы «Кадетская школа-интернат № 11 «Московский дипломатический кадетский корпус»,20,16,3,55.7415707,37.4086429
400,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1908»,20,13,10,55.689186,37.849831
401,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Образовательный комплекс «Юго-Запад»,39,18,5,55.6855938,37.5772162
402,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1566 «Марьинская гимназия с кадетскими классами памяти Героев Сталинградской битвы»,151,92,33,55.651199,37.754575
403,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 504»,59,34,5,55.5998966,37.5916775
404,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1223 «Лингвистический центр»,96,71,45,55.838532,37.527016
405,Государственное казенное общеобразовательное учреждение города Москвы «Кадетская школа-интернат «Навигацкая школа»,46,6,0,55.73117,37.4561048
406,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1005 «Алые паруса»,44,12,2,55.808461,37.452771
407,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 618»,98,69,23,55.6631274,37.5318021
408,Государственное бюджетное образовательное учреждение города Москвы лицей № 1524,137,119,72,55.69296,37.72064
409,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 937 имени Героя Российской Федерации А.В. Перова»,85,28,14,55.6192896,37.7014077
410,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1531 «Лингвистическая» имени С. К. Годовикова»,69,59,46,55.803723,37.6328699
411,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 484 имени дважды Героя Советского Союза В.И.Попкова»,44,13,5,55.706177,37.742263
412,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением французского языка № 1286»,190,86,33,55.857126,37.426874
413,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1601 имени Героя Советского Союза Е.К. Лютикова»,157,65,27,55.7982688,37.5596542
414,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 799»,100,72,22,55.768727,37.825753
415,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 629»,107,54,11,55.5876788,37.5948033
416,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2097»,156,100,53,55.8468637,37.4302529
417,Государственное бюджетное образовательное учреждение города Москвы гимназия № 1536,96,70,34,55.680101,37.539208
418,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1516»,91,79,51,55.8168003,37.8318091
420,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2129» имени Героя Советского Союза П.И. Романова,169,60,21,55.700207,37.682862
421,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1505 «Московская городская педагогическая гимназия-лаборатория»,111,85,46,55.7955879,37.7286601
422,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением немецкого языка № 1249»,52,38,26,55.801332,37.519228
423,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования «Бескудниковский»,106,42,15,55.871856,37.5422269
424,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 814»,136,88,32,55.7067033,37.4748604
425,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1678 «Восточное Дегунино»,77,33,7,55.8914376,37.5625491
426,Государственное бюджетное образовательное учреждение города Москвы центр образования № 57 «Пятьдесят седьмая школа»,114,108,94,55.7486839,37.6049835
427,Государственное бюджетное образовательное учреждение города Москвы гимназия № 1558 имени Росалии де Кастро,82,62,28,55.868217,37.654085
428,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 920»,62,30,10,55.747115,37.778313
429,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 718»,53,39,11,55.9933559,37.1932824
430,Государственное автономное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов «ШИК 16»,21,17,11,55.825015,37.643709
431,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1290»,115,73,41,55.793763,37.793144
432,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1590 имени Героя Советского Союза В.В. Колесника»,150,49,17,55.862402,37.50254
433,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 664,58,15,2,55.8196453,37.8666661
434,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Технологический колледж № 34»,34,2,0,55.680255,37.6304601
435,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2095 «Покровский квартал»,732,528,383,55.760413,37.655576
436,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 777 имени Героя Советского Союза Е.В. Михайлова»,119,38,14,55.7253202,37.7687538
437,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением информационных технологий № 1368»,143,49,15,55.5332794,37.5027883
438,Государственное казенное общеобразовательное учреждение города Москвы «Кадетская школа-интернат № 1 «Первый Московский кадетский корпус»,40,30,8,55.8149182,37.559051
439,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2128 «Энергия»,119,39,9,55.7362693,37.8514709
440,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 149»,21,12,2,55.80589,37.500272
441,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 656 имени А.С. Макаренко»,134,41,13,55.870858,37.552806
442,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 913 имени Героя Советского Союза С.Ф. Шутова»,27,11,6,55.674361,37.809828
443,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1996»,76,26,3,55.874388,37.5192281
444,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1861 «Загорье»,135,52,22,55.577999,37.680383
445,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 15»,115,94,46,55.722263,37.579479
446,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением предметов социального профиля № 1386»,25,13,6,55.7182489,37.7457029
447,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1352»,236,105,46,55.8128051,37.8080907
448,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 480 им. В.В.Талалихина»,108,35,14,55.7353258,37.6846493
449,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1449 имени Героя Советского Союза М.В. Водопьянова»,77,44,22,55.894871,37.569741
450,Государственное автономное общеобразовательное учреждение города Москвы «Центр образования № 548 «Царицыно»,390,207,107,55.602385,37.738063
451,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия «Свиблово»,268,128,56,55.853712,37.6588629
452,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1538»,147,118,60,55.839269,37.382315
453,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 281»,99,35,2,55.8595537,37.6683053
454,Государственное бюджетное общеобразовательное учреждение города Москвы «Инженерно-техническая школа имени дважды Героя Советского Союза П.Р. Поповича»,127,47,11,55.8059182,37.5482798
455,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 904»,128,63,16,55.6335051,37.6654718
