,lat,lon
0,55.7694368,37.6521481
1,55.7608148,37.6330609
2,55.7096958,37.5461654
3,55.75968599999999,37.62054599999999
4,55.75694360000001,37.5850691
5,55.7618132,37.6101867
6,55.787849,37.608024
7,55.7514492,37.7935851
8,55.54131899999999,37.511131
9,55.7537117,37.6198846
10,55.8531851,37.4732511
11,55.8224026,37.6468528
12,55.92040600000001,37.987914
13,55.9940951,37.42772319999999
14,55.63060780000001,37.74156420000001
15,55.75202329999999,37.6174994
16,55.76877640000001,37.6045233
17,55.6116874,37.6861486
18,55.7674311,37.6138831
19,55.752022,37.580872
20,55.613509,37.60578279999999
21,55.5793346,37.9087393
22,55.7565314,37.60444329999999
23,55.7652923,37.6053308
24,55.72906659999999,37.6248355
25,55.764506,37.6392547
26,55.7695947,37.5955885
27,55.7638717,37.592253
28,55.66099939999999,37.4452472
29,55.6704144,37.6694982
30,55.5987387,38.1137778
31,55.8349758,37.5495921
32,55.82906699999999,37.43673400000001
33,55.7009389,37.73716280000001
34,55.6170208,37.5925628
35,55.7718319,37.5982965
36,55.75115,37.65879899999999
37,55.738761,37.523151
38,55.7398743,37.661507
39,55.76796799999999,37.558749
40,55.791264,37.487803
41,55.6794141,37.8941413
42,55.835017,37.637379
43,55.7550405,37.5917711
44,55.76750860000001,37.6109112
45,55.7358333,37.5769444
46,55.645646,37.4729972
47,55.76247,37.63939409999999
48,55.7563243,37.6139498
49,55.7655943,37.8141586
50,55.9736482,37.4125029
51,55.76797759999999,37.6126356
52,55.7818463,37.6153488
53,55.70658599999999,37.51861299999999
54,55.7520979,37.566887
55,55.7950764,37.66618389999999
56,55.7629305,37.6022798
57,55.727864,37.59150229999999
58,55.78388649999999,37.6365922
59,55.7411121,37.5918994
60,55.7679608,37.6219082
61,55.7602933,37.6145552
62,55.7594835,37.61227600000001
63,55.796421,37.6794553
64,55.782532,37.71830509999999
65,55.7366506,37.67681
66,55.7676338,37.6111799
67,55.74980470000001,37.5919532
68,55.78364,37.560017
69,55.704261,37.611156
70,55.790502,37.7842861
71,55.761336,37.609017
72,55.777078,37.613616
73,55.82054300000001,37.604664
74,55.735243,37.8073454
75,55.7661075,37.6315327
76,55.94918,37.48536199999999
77,55.74421,37.6011973
78,55.7590456,37.5950566
79,55.6516893,37.527266
80,55.7573051,37.5863783
81,55.762447,37.6430538
82,55.7372747,37.6313193
83,55.7583567,37.6195662
84,55.7557373,37.6169249
85,55.744968,37.6178221
86,55.7082728,37.5825089
87,55.7545647,37.633991
