,lat,lon
0,55.7287952,37.6782852
1,55.7210981,37.5750885
2,55.74141600000001,37.565992
3,55.7717132,37.6197831
4,55.777838,37.602655
5,55.7385351,37.4110178
6,55.644625,37.527217
7,55.73489799999999,37.612379
8,55.681542,37.5651275
9,55.749101,37.539697
10,55.72030899999999,37.42984
11,55.732527,37.62744399999999
12,55.739866,37.66758900000001
13,55.774002,37.585578
14,55.773905,37.616581
15,55.7507966,37.8146303
16,55.68555920000001,37.5839924
17,55.94726199999999,37.50046400000001
18,55.795451,37.708541
19,55.6879892,37.5441576
20,55.7521689,37.5886438
21,55.76954189999999,37.6295901
22,55.622347,37.739501
23,55.766479,37.674958
24,55.943734,37.86858
25,55.75972470000001,37.63141390000001
26,55.9169214,37.74680339999999
27,55.70982100000001,37.622293
28,55.7677437,37.61370780000001
29,55.754023,37.637557
30,55.809513,37.464732
31,55.79524199999999,37.612738
32,55.59840699999999,38.112553
33,55.740674,37.581003
34,55.774058,37.58544599999999
35,55.68755890000001,37.5433833
36,55.64657099999999,37.714983
37,55.698955,37.56321199999999
38,55.7203357,37.4299982
39,55.79734599999999,37.725123
40,55.7485116,37.78116919999999
41,55.5456699,37.5128596
42,55.79328329999999,37.7082144
43,55.767781,37.619193
44,55.709414,37.62194100000001
45,55.7657457,37.5835102
46,55.735788,37.581009
47,55.8225715,37.49761919999999
48,55.766329,37.640131
49,55.778065,37.601543
50,55.7537367,37.5828145
51,55.73832059999999,37.6302132
52,55.766524,37.59609
53,55.69203779999999,37.52891499999999
54,55.677127,37.530287
55,55.7820891,37.7256302
56,55.7727324,37.5856842
57,55.7581935,37.5953699
58,55.756634,37.599483
59,55.739754,37.669068
60,55.802582,37.632552
61,55.68870399999999,37.543029
62,55.710128,37.620371
63,55.7537664,37.5829348
64,55.637493,37.66049699999999
65,55.71993399999999,37.61743999999999
66,55.8704742,37.6616748
67,55.73305459999999,37.6288767
68,55.7629782,37.6523529
